,ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 default,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 2 default,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 3 default,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Attribute 4 default,Attribute 5 name,Attribute 5 value(s),Attribute 5 visible,Attribute 5 global,Attribute 5 default,Attribute 6 name,Attribute 6 value(s),Attribute 6 visible,Attribute 6 global,Attribute 6 default,Attribute 7 name,Attribute 7 value(s),Attribute 7 visible,Attribute 7 global,Attribute 8 name,Attribute 8 value(s),Attribute 8 visible,Attribute 8 global,Attribute 8 default,Attribute 9 name,Attribute 9 value(s),Attribute 9 visible,Attribute 9 global,Attribute 10 name,Attribute 10 value(s),Attribute 10 visible,Attribute 10 global,Meta: product_short_name,Meta: _product_short_name,Meta: product_main_keyword,Meta: _product_main_keyword,Meta: product_tastes_like,Meta: _product_tastes_like,Meta: upc,Meta: _upc,Meta: product_acronym,Meta: _product_acronym,Attribute 7 default,Attribute 10 default,Meta: _yoast_wpseo_content_score,Meta: _yoast_wpseo_estimated-reading-time-minutes,Meta: _yoast_wpseo_wordproof_timestamp,Meta: _yoast_wpseo_primary_product_cat
106,123,simple,MRTLVSOPCGNCBKTM,Martell V.S.O.P Medaillon Old Fine Cognac 1 L,1,0,visible,"Martell VSOP: Contains eaux-de-vie from Borderies, yielding aromatic harmony, candied fruit, and sweet spice. Distilled uniquely for elegance, balanced with oak.","Martell VSOP contains eau-de-vie from the Borderies, the most exclusive terroir in the Cognac region. During the ageing process, these elegant eaux-de-vie develop a wonderful aromatic harmony, with candied fruit and sweet spicy notes. Martell VSOP is distilled using Martell's unique distillation process of distilling only the clear wines without the lees, to achieve an elegant eaux-de-vie. A balanced cognac, marked by an oaky taste. Its time spent ageing in a barrel infuses it with complex aromas.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,15200.0,Cognac,"cognac, Martel VSOP",,https://shop.drinksnepal.com/wp-content/uploads/2024/05/martell-vsop-medaillon-old-fine-cognac-1-l.webp,,,,,,,,,0,Volume,1 L,1.0,1,,Country,France,1.0,0.0,,Age,,0.0,0.0,,ABV,40%,1.0,0.0,,Source,Imported,1.0,0.0,,Closure,Screw Cap,1.0,0.0,,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,,0.0,0.0,Grape Varieties,,0.0,0.0,Martell V.S.O.P,,Medaillon Old Fine Cognac,,,,,,,,,,,,,
107,124,variable,MRTLXOCGNCBKTM,"Martell XO Extra Gold Cognac 700 ml, 1 L",1,0,visible,"Martell XO: Distinctive arch-shaped bottle, Jean Martell's visionary spirit. Masterpiece of blending, rich, elegant, with subtle nuances. Hallmark of Martell style.","With its distinctive, arch-shaped bottle, Martell XO is a powerful symbol of inspiration, testimony to Jean Martell’s visionary spirit. A terrific Cognac from Martell, this is a masterpiece of blending. Rich and with impressive depth, yet still elegant with subtle nuances and delicious texture. Martell is an outstanding XO which bears the hallmark of the Martell style.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,,Cognac,"cognac, Martel XO",,https://shop.drinksnepal.com/wp-content/uploads/2024/05/martell-xo-extra-gold-cognac-700-ml.webp,,,,,,,,,0,Volume,"1 L, 700 ml",1.0,1,700 ml,Country,France,1.0,0.0,France,Age,,0.0,0.0,,ABV,40%,1.0,0.0,40%,Source,Imported,1.0,0.0,Imported,Closure,Screw Cap,1.0,0.0,Screw Cap,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,,0.0,0.0,Grape Varieties,,0.0,0.0,Martell XO,,Extra Gold Cognac,,,,,,,,Glass,,,,,
108,125,simple,HNSYVSCGNCBKTM,Hennessy V.S Cognac 700 ml,1,0,visible,"In 1865, Maurice Hennessy introduced the iconic star symbol, inspiring Hennessy VS. A fusion of 40+ eaux-de-vie, it's robust and versatile.","In 1865, drawing inspiration from an ornamental handle on his office window, Maurice Hennessy devised the iconic star symbol to categorize his Cognacs. This marked the inception of the 3-Star Cognac, now recognized as Hennessy VS, a sophisticated fusion of over forty eaux-de-vie (brandy parcels) sourced from the top four growing regions of the Cognac area.\n\nPossessing a robust personality and rich flavors, it exudes warmth and fullness, showcasing its vibrancy whether savored neat, over ice, or blended with a mixer.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,8275.0,Cognac,"cognac, Hennessy VS",,https://shop.drinksnepal.com/wp-content/uploads/2024/05/hennessy-vs-cognac-700-ml.webp,,,,,,,,,0,Volume,700 ml,1.0,1,,Country,France,1.0,0.0,,Age,,0.0,0.0,,ABV,40%,1.0,0.0,,Source,Imported,1.0,0.0,,Closure,Screw Cap,1.0,0.0,,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,,0.0,0.0,Grape Varieties,,0.0,0.0,Hennessy V.S,,Cognac,,,,,,,,,,,,,
109,126,simple,HNSYVSOPCGNCBKTM,Hennessy V.S.O.P Cognac 700 ml,1,0,visible,"Hennessy VSOP: Premier Cognac producer, known for exquisite balance and sophistication. Blend of 60 eaux-de-vie aged up to 15 years.","Renowned as one of the premier Cognac producers, Hennessy upholds a longstanding tradition of crafting top-tier Cognacs. The Hennessy VSOP is celebrated for its exquisite equilibrium and sophistication, created through a blend of 60 diverse eaux-de-vie aged for up to 15 years.\nEvery element of this Cognac is impeccably balanced, encouraging a slow and pure enjoyment, meant to be savored.\n\nThe standout feature of tasting Hennessy VSOP is its enduring finish, which showcases the harmonious blend—a testament to its superior quality.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,14410.0,Cognac,"cognac, Hennessy VSOP",,https://shop.drinksnepal.com/wp-content/uploads/2024/05/hennessy-vsop-cognac-700-ml.webp,,,,,,,,,0,Volume,700 ml,1.0,1,,Country,France,1.0,0.0,,Age,,0.0,0.0,,ABV,40%,1.0,0.0,,Source,Imported,1.0,0.0,,Closure,Screw Cap,1.0,0.0,,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,,0.0,0.0,Grape Varieties,,0.0,0.0,Hennessy V.S.O.P,,Cognac,,,,,,,,,,,,,
110,127,simple,HNSYXOCGNCBKTM,Hennessy X.O Cognac 700 ml,1,0,visible,"Hennessy X.O: Prestigious, iconic eXtra Old Cognac since 1870. Blend of 100+ aged eaux-de-vie, complex flavors. Hennessy Family legacy.","X.O: eXtra Old: The emblematic icon of prestige and excellence. This is the original first ever created eXtra old Cognac since 1870, originally created for the personal use of the Hennessy Family and friends. A blend of over 100 eaux-de-vie between 10 to 30 years old, Hennessy X.O offers a complex palette of flavours.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,44400.0,Cognac,"cognac, Hennessy XO",,https://shop.drinksnepal.com/wp-content/uploads/2024/05/hennessy-xo-cognac-700-ml.webp,,,,,,,,,0,Volume,700 ml,1.0,1,,Country,France,1.0,0.0,,Age,,0.0,0.0,,ABV,40%,1.0,0.0,,Source,Imported,1.0,0.0,,Closure,Screw Cap,1.0,0.0,,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,,0.0,0.0,Grape Varieties,,0.0,0.0,Hennessy X.O,,Cognac,,,,,,,,,,,,,
111,128,simple,MRGTVLGDTQLBKTM,Margaritaville Gold Tequila Blue Agave 750 ml,1,0,visible,"Crafted in Mexico from fine blue agave, Margaritaville tequilas transport  Year Oldu to an exotic destination with smooth flavors. Margaritaville Gold features fruity notes.","Margaritaville tequilas are crafted in Mexico from the finest blue agave in Arandas, Jalisco, the region revered for its tequila. No passport is required for  Year Oldu to find  Year Oldurself transported to an exotic destination as  Year Oldu savor the smooth flavors of Margaritaville.\n\nOur Margaritaville Gold has a rich flavor with a fruity, woody nose and hints of pear, apple, prune and black pepper.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,7350.0,Tequila,"Margaritaville Gold, tequila",,https://shop.drinksnepal.com/wp-content/uploads/2024/05/margaritaville-gold-tequila-blue-agave-750-ml.webp,,,,,,,,,0,Volume,750 ml,1.0,1,,Country,Mexico,1.0,0.0,,Age,,0.0,0.0,,ABV,40%,1.0,0.0,,Source,Imported,1.0,0.0,,Closure,Screw Cap,1.0,0.0,,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,,0.0,0.0,Grape Varieties,,0.0,0.0,Margaritaville Gold,,Tequila Blue Agave,,,,,,,,,,,,,
112,129,simple,MRGTVLSVTQLBKTM,Margaritaville Silver Tequila Blue Agave 750 ml,1,0,visible,"Crafted in Mexico from the finest blue agave, Margaritaville tequilas whisk  Year Oldu to exotic realms with their smooth flavors. Margaritaville Silver boasts citrus and pepper notes.","Margaritaville tequilas are crafted in Mexico from the finest blue agave in Arandas, Jalisco, the region revered for its tequila. No passport is required for  Year Oldu to find  Year Oldurself transported to an exotic destination as  Year Oldu savor the smooth flavors of Margaritaville.  Margaritaville Silver has a slight citrus nose with notes of grapefruit and orange, a sweet, light black pepper taste and a touch of smoke.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,7350.0,Tequila,"Margaritaville silver, tequila",,https://shop.drinksnepal.com/wp-content/uploads/2024/05/margaritaville-silver-tequila-blue-agave-750-ml.webp,,,,,,,,,0,Volume,750 ml,1.0,1,,Country,Mexico,1.0,0.0,,Age,,0.0,0.0,,ABV,40%,1.0,0.0,,Source,Imported,1.0,0.0,,Closure,Screw Cap,1.0,0.0,,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,,0.0,0.0,Grape Varieties,,0.0,0.0,Margaritaville Silver,,Tequila Blue Agave,,,,,,,,,,,,,
113,130,simple,MTZMAGDTQLBKYM,Montezuma Aztec Gold Tequila 750 ml,1,0,visible,"Montezuma Aztec Gold: Premium, oak-aged, complex; perfect for sipping or mixing.","Montezuma Aztec Gold Tequila 75cl is a premium tequila made with 100% blue agave and aged for a minimum of six months in oak barrels. The result is a smooth and complex flavor profile with notes of roasted agave, oak, and a hint of sweetness. This tequila is made by the Montezuma Distillery in Mexico, using traditional techniques and the highest quality ingredients.\n\nMontezuma Aztec Gold Tequila 75cl is perfect for sipping neat or on the rocks, as well as for creating delicious cocktails like margaritas and palomas. Its bright and golden color and rich fruity aroma make it a standout choice for any occasion.\n\nOverall, Montezuma Aztec Gold Tequila 75cl is a well-crafted and delicious tequila that is perfect for those who appreciate the finer things in life. Its use of 100% blue agave and oak barrel aging process make it a standout choice in the world of tequila, and it is definitely worth trying for an Year Oldne looking for a premium tequila experience.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,5300.0,Tequila,"Montezuma Gold, tequila",,https://shop.drinksnepal.com/wp-content/uploads/2024/05/montezuma-aztec-gold-tequila-750-ml.webp,,,,,,,,,0,Volume,750 ml,1.0,1,,Country,Mexico,1.0,0.0,,Age,,0.0,0.0,,ABV,40%,1.0,0.0,,Source,Imported,1.0,0.0,,Closure,Screw Cap,1.0,0.0,,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,,0.0,0.0,Grape Varieties,,0.0,0.0,Montezuma Aztec Gold,,Tequila,,,,,,,,,,,,,
114,131,simple,MTZMASVTQLBKYM,Montezuma Aztec Silver Tequila 750 ml,1,0,visible,"Moderately light bodied with a taste of dried herbs, apples and light pine.","Montezuma Silver Tequila is produced in Mexico. Great for making margaritas, mixed drinks, or shooters. It's distinctive packaging pays tribute to it's Mexican heritage by featuring an Aztec calendar.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,5300.0,Tequila,"Montezuma silver, tequila",,https://shop.drinksnepal.com/wp-content/uploads/2024/05/montezuma-aztec-silver-tequila-750-ml.webp,,,,,,,,,0,Volume,750 ml,1.0,1,,Country,Mexico,1.0,0.0,,Age,,0.0,0.0,,ABV,40%,1.0,0.0,,Source,Imported,1.0,0.0,,Closure,Screw Cap,1.0,0.0,,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,,0.0,0.0,Grape Varieties,,0.0,0.0,Montezuma Aztec Silver,,Tequila,,,,,,,,,,,,,
115,132,variable,JSCRVGDTQLBKTM,"Jose Cuervo Especial Gold Tequila Reposado 750 ml, 1 L",1,0,visible,"Jose Cuervo Gold is a joven tequila, blending reposado and  Year Oldunger tequilas for a distinct flavor with hints of orange peel and cinnamon.",Jose Cuervo Gold is golden-style joven tequila made from a blend of reposado (aged) and  Year Oldunger tequilas. 'Cuervo' gets its colour and distinct flavour from extended time spent in quality American oak where flavours of orange peel and cinnamon are cultivated.,,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,,Tequila,"Jose Cuervo gold, tequila",,https://shop.drinksnepal.com/wp-content/uploads/2024/05/jose-cuervo-especial-gold-tequila-reposado-1-l.webp,,,,,,,,,0,Volume,"1 L, 750 ml",1.0,1,750 ml,Country,Mexico,1.0,0.0,Mexico,Age,,0.0,0.0,,ABV,40%,1.0,0.0,40%,Source,Imported,1.0,0.0,Imported,Closure,Screw Cap,1.0,0.0,Screw Cap,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,,0.0,0.0,Grape Varieties,,0.0,0.0,Jose Cuervo Especial Gold,,Tequila Reposado,,,,,,,,Glass,,,,,
116,133,variable,JSCRVSVTQLBKTM,"Jose Cuervo Especial Silver Tequila Blanco 750 ml, 1 L",1,0,visible,"Jose Cuervo Silver, the best-selling tequila, offers a smooth, peppery taste—ideal for margaritas and renowned for its lightness.","A true silver tequila, Jose Cuervo Silver is the epitome of smooth. The world's best selling Tequila brand, Jose Cuervo Silver is light and peppery and one of the best  Year Oldu will find. Perfect for margaritas.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,,Tequila,"Jose Cuervo silver, tequila",,https://shop.drinksnepal.com/wp-content/uploads/2024/05/jose-cuervo-especial-silver-tequila-blanco-750-ml.webp,,,,,,,,,0,Volume,"1 L, 750 ml",1.0,1,750 ml,Country,Mexico,1.0,0.0,Mexico,Age,,0.0,0.0,,ABV,40%,1.0,0.0,40%,Source,Imported,1.0,0.0,Imported,Closure,Screw Cap,1.0,0.0,Screw Cap,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,,0.0,0.0,Grape Varieties,,0.0,0.0,Jose Cuervo Especial Silver,,Tequila Blanco,,,,,,,,Glass,,,,,
117,134,simple,CMNOGDTQLBKTM,Camino Real Gold Tequila 750 ml,1,0,visible,"Camino Real Gold Tequila gains its golden hue from oak barrel aging, infusing a subtle bitter-sweet note to its taste profile.","The golden amber-like colour of Camino Real Gold Tequila results from the drink seasoning in oak barrels which adds a light bitterish-sweet subtone to the taste. The agaves used in making Camino Real grow in fields at 2,000 metres above sea level, hence the name Camino, i.e. “high” in Spanish.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,6500.0,Tequila,"camino gold, tequila",,https://shop.drinksnepal.com/wp-content/uploads/2024/05/camino-real-gold-tequila-750-ml.webp,,,,,,,,,0,Volume,750 ml,1.0,1,,Country,Mexico,1.0,0.0,,Age,,0.0,0.0,,ABV,40%,1.0,0.0,,Source,Imported,1.0,0.0,,Closure,Screw Cap,1.0,0.0,,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,,0.0,0.0,Grape Varieties,,0.0,0.0,Camino Real Gold,,Tequila,,,,,,,,,,,,,
118,135,simple,CMNOSVTQLBKTM,Camino Real Silver Tequila Blanco 750 ml,1,0,visible,"With its pure flavor, Camino Real Tequila Blanco is perfect for various tequila cocktails, sourced from agaves grown at 2,000 meters.","Thanks to its pure taste, Camino Real Tequila Blanco is suitable for several tequila-based cocktails. The agaves used in making Camino Real grow in fields at 2,000 metres above sea level, hence the name Camino, i.e. “high” in Spanish.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,6500.0,Tequila,"camino silver, tequila",,https://shop.drinksnepal.com/wp-content/uploads/2024/05/camino-real-silver-tequila-blanco-750-ml.webp,,,,,,,,,0,Volume,750 ml,1.0,1,,Country,Mexico,1.0,0.0,,Age,,0.0,0.0,,ABV,40%,1.0,0.0,,Source,Imported,1.0,0.0,,Closure,Screw Cap,1.0,0.0,,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,,0.0,0.0,Grape Varieties,,0.0,0.0,Camino Real Silver,,Tequila Blanco,,,,,,,,,,,,,
119,136,simple,PEPELGDTQLBKTM,Pepe Lopez Gold Tequila Premium 1 L,1,0,visible,"Pepe Lopez Gold: Blue agave blend, double distilled, perfect for margaritas.","Pepe Lopez Gold is crafted from a blend of natural spring water and meticulously selected, mature blue agave plants. The fermented agave juice undergoes a double distillation process, ensuring the preservation of its enticing flavor profile.\n\nWith its light amber hue and delightful spicy citrus taste, Pepe Lopez Gold stands as the essential ingredient for crafting the perfect margarita.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,7100.0,Tequila,"Pepe Lopez Gold, tequila",,https://shop.drinksnepal.com/wp-content/uploads/2024/05/pepe-lopez-gold-tequila-premium-1-l.webp,,,,,,,,,0,Volume,1 L,1.0,1,,Country,Mexico,1.0,0.0,,Age,,0.0,0.0,,ABV,40%,1.0,0.0,,Source,Imported,1.0,0.0,,Closure,Screw Cap,1.0,0.0,,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,,0.0,0.0,Grape Varieties,,0.0,0.0,Pepe Lopez Gold,,Tequila Premium,,,,,,,,,,,,,
120,137,simple,PEPELSVTQLBKTM,Pepe Lopez Silver Tequila Premium 1 L,1,0,visible,"Pepe Lopez Silver: Blue agave blend, double distilled, fresh lime flavor.","Pepe Lopez Silver tequila is crafted from the finest mature blue agave plants and pure natural spring water. The agave's fermented juice undergoes a meticulous double distillation process, resulting in a clear, sparkling tequila with a delightful blend of fresh lime and agave flavors.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,7100.0,Tequila,"Pepe Lopez silver, tequila",,https://shop.drinksnepal.com/wp-content/uploads/2024/05/pepe-lopez-silver-tequila-premium-1-l.webp,,,,,,,,,0,Volume,1 L,1.0,1,,Country,Mexico,1.0,0.0,,Age,,0.0,0.0,,ABV,40%,1.0,0.0,,Source,Imported,1.0,0.0,,Closure,Screw Cap,1.0,0.0,,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,,0.0,0.0,Grape Varieties,,0.0,0.0,Pepe Lopez Silver,,Tequila Premium,,,,,,,,,,,,,
121,138,simple,,Replace Agavita Gold Tequila 700 ml,0,1,visible,"Agavita Tequila Gold: pale, earthy with agave and hints of caramel. For bold connoisseurs; aged briefly, retains cactus spiciness. Standout choice!","The Agavita Tequila Gold is pale straw, earthy tequila with tastes of Agave and slight notes of caramel on the finish. Designed for the connoisseurs who aren't afraid of a little heat, this tequila stands out from the crowd. Agavita Gold is the result of short ageing in wooden casks, which in no way inhibits the spiciness of the cactus!",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,5200.0,Tequila,"Agavita Gold, tequila",,https://shop.drinksnepal.com/wp-content/uploads/2024/05/agavita-anejo-tequila-1-l.webp,,,,,,,,,0,Volume,700 ml,1.0,1,,Country,Mexico,1.0,0.0,,Age,,0.0,0.0,,ABV,38%,1.0,0.0,,Source,Imported,1.0,0.0,,Closure,Screw Cap,1.0,0.0,,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,,0.0,0.0,Grape Varieties,,0.0,0.0,Replace Agavita Gold,,Tequila,,,,,,,,,,,,,
122,139,simple,,Replace Agavita Silver Tequila Blanco 700 ml,0,0,visible,"Agavita Blanco: Earthy, agave-forward, hints of mint, pepper; value-packed.","Agavita Tequila Blanco presents as a crystal-clear, earthy spirit, boasting prominent notes of agave complemented by subtle hints of mint and pepper. Representing excellent value for aficionados of Mexican tequila.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,5200.0,Tequila,"Agavita silver, tequila",,https://shop.drinksnepal.com/wp-content/uploads/2024/05/agavita-silver-tequila-blanco-700-ml.webp,,,,,,,,,0,Volume,700 ml,1.0,1,,Country,Mexico,1.0,0.0,,Age,,0.0,0.0,,ABV,38%,1.0,0.0,,Source,Imported,1.0,0.0,,Closure,Screw Cap,1.0,0.0,,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,,0.0,0.0,Grape Varieties,,0.0,0.0,Replace Agavita Silver,,Tequila Blanco,,,,,,,,,,,,,
123,140,simple,OLMCAGDTQLBKTM,Olmeca Gold Tequila Gold-Dorée 700 ml,1,0,visible,"A blend of  Year Oldung and aged tequilas; clean balance of fresh and wooden notes from white American oak barrels. Pale, peppery, floral, potent.","This unique blend of  Year Oldung and aged tequilas has a clean and harmonic balance of fresh tequila and wooden notes coming from aging in white American oak barrels. Pale straw colour; white pepper and grain aromas with floral notes; full, powerful palate with a hot finish.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,5895.0,Tequila,"Olmeca gold, tequila",,https://shop.drinksnepal.com/wp-content/uploads/2024/05/olmeca-gold-tequila-gold-doree-700-ml.webp,,,,,,,,,0,Volume,700 ml,1.0,1,,Country,Mexico,1.0,0.0,,Age,,0.0,0.0,,ABV,38%,1.0,0.0,,Source,Imported,1.0,0.0,,Closure,Screw Cap,1.0,0.0,,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,,0.0,0.0,Grape Varieties,,0.0,0.0,Olmeca Gold,,Tequila Gold-Dorée,,,,,,,,,,,,,
124,141,simple,OLMCASVTQLBKTM,Olmeca Silver Tequila Blanco 700 ml,1,0,visible,"Olmeca Silver, distilled in copper pot stills for purity, bottled immediately. Fresh herbs, green pepper, citrus finish, sweet, slight smokiness, soft honey.","Exclusively distilled in copper pot stills to achieve a cleaner tequila, which is bottled straight after distillation. Olmeca Silver has fresh herbal notes, complemented by green pepper and with a soft citric finish. Sweet and slight smoky with a final soft honey flavour.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,5795.0,Tequila,"Olmeca silver, tequila",,https://shop.drinksnepal.com/wp-content/uploads/2024/05/olmeca-silver-tequila-blanco-700-ml.webp,,,,,,,,,0,Volume,700 ml,1.0,1,,Country,Mexico,1.0,0.0,,Age,,0.0,0.0,,ABV,38%,1.0,0.0,,Source,Imported,1.0,0.0,,Closure,Screw Cap,1.0,0.0,,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,,0.0,0.0,Grape Varieties,,0.0,0.0,Olmeca Silver,,Tequila Blanco,,,,,,,,,,,,,
125,142,simple,AGVTAGDTQLBKTM,Agavita Gold Tequila Anejo 700 ml,1,0,visible,,,,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,5300.0,Tequila,"Montezuma silver, tequila",,https://shop.drinksnepal.com/wp-content/uploads/2024/05/agavita-gold-tequila-700-ml.webp,,,,,,,,,0,Volume,700 ml,1.0,1,,Country,Mexico,1.0,0.0,,Age,,0.0,0.0,,ABV,,0.0,0.0,,Source,Imported,1.0,0.0,,Closure,Screw Cap,1.0,0.0,,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,,0.0,0.0,Grape Varieties,,0.0,0.0,Agavita Gold,,Tequila Anejo,,,,,,,,,,,,,
126,143,simple,AGVTASVTQLBKTM,Agavita Silver Tequila Blanco 700 ml,1,0,visible,,,,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,5300.0,Tequila,"Agavita Anejo, tequila",,https://shop.drinksnepal.com/wp-content/uploads/2024/05/agavita-silver-tequila-blanco-700-ml.webp,,,,,,,,,0,Volume,700 ml,1.0,1,,Country,Mexico,1.0,0.0,,Age,,0.0,0.0,,ABV,,0.0,0.0,,Source,Imported,1.0,0.0,,Closure,Screw Cap,1.0,0.0,,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,,0.0,0.0,Grape Varieties,,0.0,0.0,Agavita Silver,,Tequila Blanco,,,,,,,,,,,,,
127,144,simple,DONJLGDTQLBKTM,Don Julio Gold Tequila Reposado 750 ml,1,1,visible,"Don Julio Reposado: aged 8 months in American oak barrels, golden amber. Smooth finish, mellow flavor, perfect for cocktails or on rocks.","Aged for eight months in American white-oak barrels, Don Julio Reposado Tequila is golden amber in color, and offers a rich, smooth finish—the very essence of the perfect barrel-aged tequila.\n\nWith a mellow, elegant flavor and inviting aroma, Don Julio Reposado Tequila is best savored as part of a refreshing tasting cocktail or chilled on the rocks.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,12000.0,Tequila,"Don Julio Reposado, tequila",,https://shop.drinksnepal.com/wp-content/uploads/2024/05/don-julio-gold-tequila-reposado-750-ml.webp,,,,,,,,,0,Volume,750 ml,1.0,1,,Country,Mexico,1.0,0.0,,Age,,0.0,0.0,,ABV,38%,1.0,0.0,,Source,Imported,1.0,0.0,,Closure,Screw Cap,1.0,0.0,,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,,0.0,0.0,Grape Varieties,,0.0,0.0,Don Julio Gold,,Tequila Reposado,,,,,,,,,,,,,
128,145,simple,DONJLSVTQLBKTM,Don Julio Silver Tequila Blanco 750 ml,1,1,visible,"Don Julio Blanco: Premium blue agave, traditional distillation; crisp, citrusy base.","Using the finest blue agave plant and a time honored distillation process, Don Julio Blanco Tequila is tequila in its truest form.\n\nDon Julio Blanco Tequila is the base from which all of our other variants are derived. Commonly referred to as “silver” tequila, its crisp agave flavor and hints of citrus make it an essential component to a variety of innovative drinks including margaritas. It can also be enjoyed neat or on the rocks.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,11000.0,Tequila,"Don Julio Blanco, tequila",,https://shop.drinksnepal.com/wp-content/uploads/2024/05/don-julio-silver-tequila-blanco-700-ml.webp,,,,,,,,,0,Volume,750 ml,1.0,1,,Country,Mexico,1.0,0.0,,Age,,0.0,0.0,,ABV,38%,1.0,0.0,,Source,Imported,1.0,0.0,,Closure,Screw Cap,1.0,0.0,,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,,0.0,0.0,Grape Varieties,,0.0,0.0,Don Julio Silver,,Tequila Blanco,,,,,,,,,,,,,
